
Generated at: 2019/05/07 11:56:05
mirDIP version: 4.1.11.1.
Database version: 4.1.0.3


Micro RNAs: hsa-miR-16-5p 
hsa-miR-19b-3p 
hsa-miR-20b-5p 
hsa-miR-21-5p 
hsa-miR-24-3p 
hsa-miR-26a-5p 
hsa-miR-27b-3p 
hsa-miR-28-5p 
hsa-miR-29a-3p 
hsa-miR-30b-5p 
hsa-miR-92a-3p 
hsa-miR-93-5p 
hsa-miR-99b-5p 
hsa-miR-122-5p 
hsa-miR-126-3p 
hsa-miR-126-5p 
hsa-miR-130a-3p 
hsa-miR-140-5p 
hsa-miR-143-3p 
hsa-miR-145-5p 
hsa-miR-150-5p 
hsa-miR-191-5p 
hsa-miR-192-5p 
hsa-miR-197-3p 
hsa-miR-221-3p 
hsa-miR-222-3p 
hsa-miR-223-3p 
hsa-miR-223-5p 
hsa-miR-320a 
hsa-miR-324-5p 
hsa-miR-375 
hsa-miR-486-5p 
hsa-miR-574-3p 
hsa-miR-885-5p 
hsa-let-7b-5p 
hsa-let-7d-5p 
Minimum Score class - Very High


Results (7397)
Gene,Uniprot \ miRNAs,hsa-let-7b-5p,hsa-let-7d-5p,hsa-miR-122-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-130a-3p,hsa-miR-140-5p,hsa-miR-143-3p,hsa-miR-145-5p,hsa-miR-150-5p,hsa-miR-16-5p,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-197-3p,hsa-miR-19b-3p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-223-5p,hsa-miR-24-3p,hsa-miR-26a-5p,hsa-miR-27b-3p,hsa-miR-28-5p,hsa-miR-29a-3p,hsa-miR-30b-5p,hsa-miR-320a,hsa-miR-324-5p,hsa-miR-375,hsa-miR-486-5p,hsa-miR-574-3p,hsa-miR-885-5p,hsa-miR-92a-3p,hsa-miR-93-5p,hsa-miR-99b-5p,Shared miRNAs
SCAF8,Q9UPN6,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,2
SCAI,Q8N9R8,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,3
SCAMP1,O15126,,,,,,,,Y,,,Y,,,Y,Y,Y,,,,,,,Y,Y,,Y,Y,,,,,,,Y,Y,,11
SCAMP2,O15127,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
SCAMP3,O14828,,,,,,,,,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,3
SCAMP5,Q8TAC9,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,Y,,,,,,Y,,5
SCAPER,Q9BY12,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,2
SCARA3,Q6AZY7,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,3
SCARA5,Q6ZMJ2,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,Y,,3
SCARB1,Q8WTV0,,,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,3
SCARB2,Q14108,,,,,,,Y,,Y,Y,,,,,,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,,Y,,10
SCCPDH,Q8NBX0,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
SCD,O00767,Y,Y,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,5
SCD5,Q86SK9,,,,,,,,,,Y,,,,,,Y,,Y,Y,,,Y,,Y,,,,,,,,,,Y,Y,,8
SCHIP1,Q9P0W5,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,2
SCML1,Q9UN30,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,3
SCML2,Q9UQR0,,,,,,Y,,,,,,,,,Y,Y,Y,,,,,Y,,,,Y,Y,,,,,,,,Y,,8
SCML4,Q8N228,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,2
SCN11A,Q9UI33,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
SCN1A,P35498,,,,,,,,,,,Y,,Y,,,Y,,,,Y,,,,Y,,,Y,Y,,,,,,,Y,,8
SCN2A,Q99250,,,,,,,,,Y,,Y,,,,Y,Y,,,,Y,,,,Y,,,Y,,,,,,,,Y,,8
SCN2B,O60939,,,,,,,,Y,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,,5
SCN3A,Q9NY46,,,,,,Y,,,Y,,Y,,Y,,Y,Y,,,,Y,,Y,,,,,Y,Y,,Y,,,,Y,Y,,13
SCN3B,Q9NY72,,,Y,,,,,,Y,,Y,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,5
SCN4B,Q8IWT1,Y,Y,,,,Y,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,8
SCN5A,Q14524,Y,Y,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,4
SCN8A,Q9UQD0,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,Y,,,,,,,,Y,,8
SCN9A,Q15858,,,Y,,,Y,,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,,,,5
SCOC,Q9UIL1,,,,,,,,Y,,,Y,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,5
SCP2,P22307,,,,,,,Y,,,Y,Y,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,5
SCRN1,Q12765,,,,,,,Y,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,3
SCRN3,Q0VDG4,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
SCRT2,Q9NQ03,Y,Y,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,5
SCUBE3,Q8IX30,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,3
SCYL2,Q6P3W7,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,4
SCYL3,Q8IZE3,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,3
SDC1,P18827,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,Y,,3
SDC2,P34741,,Y,,Y,,,,,,Y,,,,,,Y,,Y,Y,Y,,,,Y,,,Y,Y,,,,,,Y,Y,,12
SDC3,O75056,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
SDCBP,O00560,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,,Y,,4
SDHAF2,Q9NX18,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,3
SDHC,Q99643,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,2
SDK1,Q7Z5N4,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,,5
SDR42E1,Q8WUS8,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,3
SEC11A,P67812,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,,,,,,,,,,,3
SEC14L1,Q92503,Y,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,4
SEC14L2,O76054,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
SEC14L5,O43304,Y,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4
SEC16A,O15027,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
SEC16B,Q96JE7,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SEC22A,Q96IW7,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,,,,,3
SEC22C,Q9BRL7,,,Y,,,,Y,,Y,,Y,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,6
SEC23A,Q15436,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,Y,Y,,,Y,,,,,,,6
SEC23IP,Q9Y6Y8,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,Y,,,,,,,,Y,,5
SEC24A,O95486,,,,,,,,,Y,,Y,,,,,,,,,,,,Y,Y,,,Y,,,Y,,,,Y,,,7
SEC24B,O95487,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
SEC24C,P53992,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,Y,,,6
SEC24D,O94855,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,Y,Y,Y,,,,,,,,,6
SEC31B,Q9NQW1,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,4
SEC61A1,P61619,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,2
SEC61A2,Q9H9S3,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,3
SEC62,Q99442,,,,,,,,,Y,,Y,,,,,Y,,Y,Y,,,,,Y,,,Y,Y,,,,,,,Y,,9
SEC63,Q9UGP8,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,,,4
SECISBP2,Q96T21,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,2
SECISBP2L,Q93073,Y,Y,,,,Y,,Y,,,,,,,Y,,Y,Y,Y,Y,,,,Y,,,,Y,,,,,,,,,11
SEH1L,Q96EE3,,,,,,,,,Y,Y,Y,,,,,Y,,,,Y,,,,Y,Y,,Y,,,,,,,,Y,,9
SEL1L,Q9UBV2,,,Y,,,Y,Y,Y,,Y,Y,,,Y,Y,,Y,,,Y,,,,,,,,,,,,,,Y,,,11
SEL1L3,Q68CR1,,,,,,Y,Y,,Y,,Y,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,7
SELENBP1,Q13228,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
SELENOI,Q9C0D9,,,,,,,,Y,Y,,Y,,,Y,,Y,,,,Y,,,Y,Y,,,,,,,,,,,Y,,9
SELENON,Q9NZV5,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,2
SELENOS,Q9BQE4,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
SELENOT,P62341,Y,Y,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,5
SELL,P14151,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,3
SEMA3A,Q14563,,,,,,Y,,,Y,Y,Y,,Y,,Y,,Y,,,,Y,,,,,,Y,Y,,,Y,,,Y,,,12
SEMA3B,Q13214,,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,3
SEMA3C,Q99985,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,Y,,,,,,,Y,,5
SEMA3D,O95025,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,4
SEMA3F,Q13275,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SEMA4B,Q9NPR2,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,3
SEMA4C,Q9C0C4,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,5
SEMA4D,Q92854,,,Y,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,3
SEMA4F,O95754,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,5
SEMA4G,Q9NTN9,Y,Y,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,Y,,6
SEMA5A,Q13591,,,,,,,,Y,Y,,,,,,,Y,,,,,,Y,,,Y,,,Y,,,,,,,Y,,7
SEMA6A,Q9H2E6,,,,,,,,,Y,,Y,,,,,,,,,,,Y,,Y,,,Y,Y,,,,,Y,,,,7
SEMA6B,Q9H3T3,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,2
SEMA6D,Q8NFY4,,,,,Y,,Y,,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,,Y,Y,,Y,,,Y,Y,Y,,19
SEMA7A,O75326,,,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,,,,,,,Y,,4
SENP1,Q9P0U3,,,Y,,,,,,Y,,,,,,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,,Y,,8
SENP2,Q9HC62,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,7
SENP5,Q96HI0,Y,Y,,,,,,Y,,,Y,,,,,Y,,,,,,,Y,,,,Y,Y,,,,,,,Y,,9
SENP7,Q9BQF6,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,2
SEP15,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,2
SEPHS1,P49903,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,2
SEPT10,Q9P0V9,,,,,,,,,,,,,,Y,Y,,Y,,,Y,,,Y,,,,,,,,,,,,,,5
SEPT11,Q9NVA2,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,4
SEPT14,Q6ZU15,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
SEPT2,Q15019,,,Y,,,,Y,,,,Y,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,Y,,7
SEPT3,Q9UH03,,,,,,,Y,Y,,,Y,,,,,,,,,,,Y,,Y,,,Y,,Y,,,,,,,,7
SEPT4,O43236,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,3
SEPT6,Q14141,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,2
SEPT7,Q16181,,,Y,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,Y,,,,Y,,7
SEPT8,Q92599,,,,,,,,,Y,,,,,,,,,,,Y,,,,Y,,,Y,,Y,,,,,,,,5
SERBP1,Q8NC51,,,,,,Y,,,Y,,Y,,,,Y,,,,,,,,Y,Y,,Y,,Y,,Y,,,,,,,9
SERF1A,O75920,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,4
SERF1B,O75920,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
SERF2,P84101,Y,Y,Y,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,5
SERINC3,Q13530,,,,,,Y,,,,,,,,,Y,,,,,,,,,Y,,,Y,Y,,,,,,,,,5
SERINC5,Q86VE9,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,2
SERP1,Q9Y6X1,,,Y,,,,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,,,,,,,,,,,Y,,8
SERPINB13,Q9UIV8,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,2
SERPINB2,P05120,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
SERPINB5,P36952,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,3
SERPINB8,P50452,,,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,4
SERPINB9,P50453,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,4
SERPIND1,P05546,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,2
SERPINE1,P05121,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,5
SERPINE2,P07093,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,2
SERPING1,P05155,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,2
SERPINH1,P50454,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,2
SERTAD2,Q14140,,,,,,Y,,,Y,,,,Y,,Y,Y,Y,,,Y,,,Y,Y,,,,,,Y,,,,Y,Y,,12
SERTAD3,Q9UJW9,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,2
SERTAD4,Q9NUC0,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,2
SESN1,Q9Y6P5,,,,,,,Y,,,,Y,,,,,Y,Y,,,,,Y,,Y,Y,Y,,,,,,,,,,,8
SESN2,P58004,,,Y,,,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,5
SESN3,P58005,Y,Y,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,,,,,,,,,Y,,,,,,Y,Y,,11
SESTD1,Q86VW0,Y,Y,,,,Y,,Y,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,8
SET,Q01105,,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,Y,,Y,,,,,Y,,Y,,7
SETBP1,Q9Y6X0,,,Y,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,4
SETD1B,Q9UPS6,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,Y,5
SETD2,Q9BYW2,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
SETD3,Q86TU7,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
SETD5,Q9C0A6,,,,,,,,Y,,Y,,,,,Y,Y,,,,,,Y,,Y,,Y,Y,Y,Y,,,,,Y,Y,,12
SETD6,Q8TBK2,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,2
SETD7,Q8WTS6,,,,,,Y,,,Y,,,,,,Y,Y,,,,Y,,Y,,Y,,,Y,,,,,,,Y,Y,,10
SETX,Q7Z333,,,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,,,4
SF1,Q15637,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
SF3A1,Q15459,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,2
SF3A3,Q12874,,,,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,3
SF3B1,O75533,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
SF3B3,Q15393,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,2
SFMBT1,Q9UHJ3,Y,Y,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,Y,,7
SFMBT2,Q5VUG0,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2
SFPQ,P23246,,,,,,Y,,,,,,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,,,4
SFR1,Q86XK3,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
SFRP1,Q8N474,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,2
SFSWAP,Q12872,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,4
SFT2D3,Q587I9,Y,Y,,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,5
SFTA3,P0C7M3,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,2
SFXN1,Q9H9B4,,,,,,,,Y,,,Y,,,,,,,,,,,,Y,,,,Y,,,Y,,,,,,,5
SFXN2,Q96NB2,,,,,,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,3
SFXN5,Q8TD22,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,4
SGCB,Q16585,,,,,,Y,,,,,,,,,Y,,,,,,,Y,Y,,,Y,Y,Y,,Y,,,,,,,8
SGCD,Q92629,Y,Y,,,,,Y,,,,Y,,Y,,Y,Y,,,,,,Y,,,Y,,,,,,,,,,Y,,10
SGCE,O43556,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,Y,,3
SGK1,O00141,,,,,,,,,,,Y,,,,Y,,,,,Y,,,,,,Y,,,,,,,,Y,,,5
SGK3,Q96BR1,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,Y,,,3
SGMS1,Q86VZ5,,,,,,Y,Y,,,Y,,,,Y,,Y,,,,,,,Y,Y,,,,,,Y,,,,,Y,,9
SGMS2,Q8NHU3,,,,,,,,,,,Y,,,,Y,,,,,Y,,,,,,Y,Y,,,,,,,,,,5
SGPL1,O95470,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,Y,,,,Y,,,,,,,Y,,6
SGPP1,Q9BX95,,,,,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,4
SGTB,Q96EQ0,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
SH2B3,Q9UQQ2,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,Y,,Y,,,Y,,Y,Y,,,,,,,,,11
SH2D1A,O60880,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,2
SH2D2A,Q9NP31,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,2
SH2D3C,Q8N5H7,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,2
SH2D4A,Q9H788,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SH2D4B,Q5SQS7,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,3
SH2D5,Q6ZV89,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,2
SH3BGRL,O75368,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,3
SH3BGRL2,Q9UJC5,,,,,,Y,,Y,Y,,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,7
SH3BP2,P78314,,,,,,,Y,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,3
SH3BP4,Q9P0V3,,,,,,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,3
SH3BP5,O60239,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,3
SH3BP5L,Q7L8J4,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,2
SH3D19,Q5HYK7,,,,,,Y,Y,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,Y,,,5
SH3GL2,Q99962,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2
SH3GLB1,Q9Y371,,,,,,,Y,,,Y,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,,,Y,,Y,,11
SH3KBP1,Q96B97,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,Y,Y,,,,,,,,,4
SH3PXD2A,Q5TCZ1,,,,,,Y,,Y,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,,,Y,Y,,,Y,,,,Y,Y,,14
SH3PXD2B,A1X283,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,2
SH3RF1,Q7Z6J0,,,Y,,,,,,,,,,,,,,Y,,,Y,,,Y,Y,,,Y,Y,,,,,,,,,7
SH3RF3,Q8TEJ3,,,,,,,,,,Y,,,Y,,Y,,,,,,,,,,,Y,,,,,,,,,,,4
SH3TC2,Q8TF17,Y,Y,,,,,Y,Y,Y,Y,,,Y,,,Y,,,,,,Y,,,Y,,,Y,,Y,,,,,Y,,13
SH3YL1,Q96HL8,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,2
SHANK2,Q9UPX8,,,,,,Y,,,,,Y,,Y,,Y,Y,,Y,Y,,,,Y,,Y,,,,,,,,,,Y,,10
SHANK3,Q9BYB0,,,,,,,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,Y,,,,,,,4
SHB,Q15464,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,Y,Y,,,,,,5
SHC4,Q6S5L8,,,,,,,Y,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,5
SHCBP1,Q8NEM2,,,Y,,,,,,,,,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,,5
SHISA3,A0PJX4,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,2
SHISA6,Q6ZSJ9,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,2
SHOC2,Q9UQ13,,,,,,,Y,,,,Y,,,,,Y,,,Y,,,,,,,,Y,,,,,,,,Y,,6
SHOX2,O60902,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,Y,,,,,,,4
SHPK,Q9UHJ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,2
SHPRH,Q149N8,,,Y,,,,,,,,Y,,,,,,,Y,Y,,,,,,,Y,,,,Y,,,,,,,6
SHROOM2,Q13796,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,3
SHROOM3,Q8TF72,,,,,,,Y,,Y,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,5
SHROOM4,Q9ULL8,,,Y,,,,,,,Y,Y,,,,,Y,,,,,,,Y,,,Y,,,,,,,,,Y,,7
SHTN1,A0MZ66,,,,,,,,,Y,,,,,,Y,Y,,Y,Y,,,,Y,,,,,Y,,,,,Y,,Y,,9
SIAH1,Q8IUQ4,,,,,,,Y,,,,Y,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,5
SIAH2,O43255,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,2
SIAH3,Q8IW03,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,2
SIDT1,Q9NXL6,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,3
SIDT2,Q8NBJ9,,,,,,,,,,Y,Y,Y,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,6
SIGLEC14,Q08ET2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
SIK1,P57059,,,,,,Y,,,,,Y,,Y,,,Y,,,,,,,,Y,,,,,,,,,,Y,Y,,7
SIK2,Q9H0K1,,,,,,,,,Y,,Y,,,,,Y,,,,Y,,,,,Y,,,,,,,,,Y,Y,,7
SIK3,Q9Y2K2,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,,,,,3
SIKE1,Q9BRV8,,,,,,,,Y,Y,,,,,,,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,,7
SIM2,Q14190,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,2
SIN3A,Q96ST3,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,,Y,,4
SIN3B,O75182,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,4
SIPA1L1,O43166,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,2
SIPA1L2,Q9P2F8,,,,,,Y,Y,,,,Y,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,5
