Mirna Name,Transcript Id,Gene Idname,Gene name,miTG score
hsa-miR-335-3p,ENST00000320672,ENSG00000145687,SSBP2,0.961277301
hsa-miR-335-3p,ENST00000350427,ENSG00000136197,C7orf25,0.961265163
hsa-miR-335-3p,ENST00000239231,ENSG00000120137,PANK3,0.96119889
hsa-miR-335-3p,ENST00000468893,ENSG00000135775,COG2,0.96115079
hsa-miR-335-3p,ENST00000355848,ENSG00000197223,C1D,0.961136414
hsa-miR-335-3p,ENST00000311085,ENSG00000172869,DMXL1,0.960962238
hsa-miR-335-3p,ENST00000369484,ENSG00000182712,CMC4,0.96084906
hsa-miR-335-3p,ENST00000266085,ENSG00000100234,TIMP3,0.960814013
hsa-miR-335-3p,ENST00000355621,ENSG00000186591,UBE2H,0.960807901
hsa-miR-335-3p,ENST00000318999,ENSG00000137343,ATAT1,0.960765813
hsa-miR-335-3p,ENST00000490113,ENSG00000135002,RFK,0.960541727
hsa-miR-335-3p,ENST00000361714,ENSG00000112761,WISP3,0.960500629
hsa-miR-335-3p,ENST00000344930,ENSG00000196247,ZNF107,0.960423721
hsa-miR-335-3p,ENST00000490035,ENSG00000185565,LSAMP,0.96040227
hsa-miR-335-3p,ENST00000355285,ENSG00000154856,APCDD1,0.960196036
hsa-miR-335-3p,ENST00000394171,ENSG00000185551,NR2F2,0.960158246
hsa-miR-335-3p,ENST00000307602,ENSG00000168172,HOOK3,0.960128524
hsa-miR-335-3p,ENST00000427975,ENSG00000081800,SLC13A1,0.959966152
hsa-miR-335-3p,ENST00000496637,ENSG00000150054,MPP7,0.95995271
hsa-miR-335-3p,ENST00000354618,ENSG00000054118,THRAP3,0.959901194
hsa-miR-335-3p,ENST00000374114,ENSG00000244462,RBM12,0.959856506
hsa-miR-335-3p,ENST00000545279,ENSG00000113658,SMAD5,0.959829921
hsa-miR-335-3p,ENST00000298198,ENSG00000165434,PGM2L1,0.959775822
hsa-miR-335-3p,ENST00000374866,ENSG00000204262,COL5A2,0.959766253
hsa-miR-335-3p,ENST00000228506,ENSG00000110917,MLEC,0.959732625
hsa-miR-335-3p,ENST00000242323,ENSG00000122741,DCAF10,0.959716706
hsa-miR-335-3p,ENST00000322897,ENSG00000134265,NAPG,0.959629169
hsa-miR-335-3p,ENST00000301645,ENSG00000167910,CYP7A1,0.959572968
hsa-miR-335-3p,ENST00000371994,ENSG00000107789,MINPP1,0.959420978
hsa-miR-335-3p,ENST00000340652,ENSG00000188730,VWC2,0.959368784
hsa-miR-335-3p,ENST00000366574,ENSG00000198626,RYR2,0.959315246
hsa-miR-335-3p,ENST00000514053,ENSG00000109182,CWH43,0.959313501
hsa-miR-335-3p,ENST00000586604,ENSG00000141622,RNF165,0.959277506
hsa-miR-335-3p,ENST00000392552,ENSG00000163328,GPR155,0.95924107
hsa-miR-335-3p,ENST00000303538,ENSG00000121892,PDS5A,0.959235209
hsa-miR-335-3p,ENST00000413795,ENSG00000164418,GRIK2,0.959144597
hsa-miR-335-3p,ENST00000377200,ENSG00000188647,PTAR1,0.959143251
hsa-miR-335-3p,ENST00000443774,ENSG00000225899,FRG2B,0.959018832
hsa-miR-335-3p,ENST00000426654,ENSG00000102908,NFAT5,0.959005793
hsa-miR-335-3p,ENST00000434724,ENSG00000103342,GSPT1,0.95881009
hsa-miR-335-3p,ENST00000442267,ENSG00000109436,TBC1D9,0.958752137
hsa-miR-335-3p,ENST00000265440,ENSG00000105967,TFEC,0.958716817
hsa-miR-335-3p,ENST00000322247,ENSG00000177150,FAM210A,0.958704387
hsa-miR-335-3p,ENST00000431532,ENSG00000117174,ZNHIT6,0.958658656
hsa-miR-335-3p,ENST00000284984,ENSG00000154734,ADAMTS1,0.958627661
hsa-miR-335-3p,ENST00000367397,ENSG00000134376,CRB1,0.958350336
hsa-miR-335-3p,ENST00000431118,ENSG00000119004,CYP20A1,0.958179784
hsa-miR-335-3p,ENST00000452157,ENSG00000155545,MIER3,0.958172757
hsa-miR-335-3p,ENST00000393094,ENSG00000166266,CUL5,0.958148973
hsa-miR-335-3p,ENST00000280200,ENSG00000150637,CD226,0.958148302
hsa-miR-335-3p,ENST00000327835,ENSG00000164684,ZNF704,0.958124083
hsa-miR-335-3p,ENST00000377026,ENSG00000125814,NAPB,0.958027342
hsa-miR-335-3p,ENST00000591537,ENSG00000196263,ZNF471,0.958024676
hsa-miR-335-3p,ENST00000381902,ENSG00000205809,KLRC2,0.957960529
hsa-miR-335-3p,ENST00000375587,ENSG00000188312,CENPP,0.957895823
hsa-miR-335-3p,ENST00000222573,ENSG00000105855,ITGB8,0.957843659
hsa-miR-335-3p,ENST00000373659,ENSG00000186130,ZBTB6,0.957797764
hsa-miR-335-3p,ENST00000333396,ENSG00000170854,MINA,0.957734185
hsa-miR-335-3p,ENST00000441222,ENSG00000109189,USP46,0.957486443
hsa-miR-335-3p,ENST00000556178,ENSG00000100784,RPS6KA5,0.957437305
hsa-miR-335-3p,ENST00000396423,ENSG00000164749,HNF4G,0.957372723
hsa-miR-335-3p,ENST00000496343,ENSG00000101049,SGK2,0.957361924
hsa-miR-335-3p,ENST00000557924,ENSG00000137776,SLTM,0.957286216
hsa-miR-335-3p,ENST00000544455,ENSG00000139618,BRCA2,0.957203891
hsa-miR-335-3p,ENST00000464850,ENSG00000184517,ZFP1,0.957203757
hsa-miR-335-3p,ENST00000556683,ENSG00000139921,TMX1,0.957195194
hsa-miR-335-3p,ENST00000413869,ENSG00000196083,IL1RAP,0.957102808
hsa-miR-335-3p,ENST00000536441,ENSG00000149212,SESN3,0.95703548
hsa-miR-335-3p,ENST00000297977,ENSG00000165259,HDX,0.956989664
hsa-miR-335-3p,ENST00000408966,ENSG00000221990,C5orf55,0.956972507
hsa-miR-335-3p,ENST00000366578,ENSG00000077522,ACTN2,0.956930257
hsa-miR-335-3p,ENST00000346057,ENSG00000127507,EMR2,0.95691707
hsa-miR-335-3p,ENST00000274459,ENSG00000145782,ATG12,0.956696106
hsa-miR-335-3p,ENST00000264380,ENSG00000115020,PIKFYVE,0.956671253
hsa-miR-335-3p,ENST00000422436,ENSG00000078098,FAP,0.956563114
hsa-miR-335-3p,ENST00000341233,ENSG00000152779,SLC16A12,0.956507138
hsa-miR-335-3p,ENST00000319445,ENSG00000150636,CCDC102B,0.956426926
hsa-miR-335-3p,ENST00000447079,ENSG00000167258,CDK12,0.956399703
hsa-miR-335-3p,ENST00000582913,ENSG00000154864,PIEZO2,0.956397108
hsa-miR-335-3p,ENST00000358543,ENSG00000196711,FAM150A,0.956358275
hsa-miR-335-3p,ENST00000305046,ENSG00000196616,ADH1B,0.956291695
hsa-miR-335-3p,ENST00000594001,ENSG00000105402,NAPA,0.956274044
hsa-miR-335-3p,ENST00000474524,ENSG00000144893,MED12L,0.956255293
hsa-miR-335-3p,ENST00000409657,ENSG00000175455,CCDC14,0.956226668
hsa-miR-335-3p,ENST00000396037,ENSG00000111728,ST8SIA1,0.956101629
hsa-miR-335-3p,ENST00000429705,ENSG00000163788,SNRK,0.95599221
hsa-miR-335-3p,ENST00000328299,ENSG00000184005,ST6GALNAC3,0.955975149
hsa-miR-335-3p,ENST00000348849,ENSG00000153250,RBMS1,0.955939584
hsa-miR-335-3p,ENST00000296464,ENSG00000164070,HSPA4L,0.955929603
hsa-miR-335-3p,ENST00000431138,ENSG00000006634,DBF4,0.955866222
hsa-miR-335-3p,ENST00000406462,ENSG00000121957,GPSM2,0.955751814
hsa-miR-335-3p,ENST00000407228,ENSG00000103460,TOX3,0.955676612
hsa-miR-335-3p,ENST00000393543,ENSG00000111554,MDM1,0.955620373
hsa-miR-335-3p,ENST00000275493,ENSG00000146648,EGFR,0.955596964
hsa-miR-335-3p,ENST00000454189,ENSG00000046653,GPM6B,0.955435341
hsa-miR-335-3p,ENST00000306051,ENSG00000168229,PTGDR,0.955344548
hsa-miR-335-3p,ENST00000369002,ENSG00000025796,SEC63,0.955312605
hsa-miR-335-3p,ENST00000358204,ENSG00000135269,TES,0.95529811
hsa-miR-335-3p,ENST00000523948,ENSG00000137574,TGS1,0.955286635
hsa-miR-335-3p,ENST00000491614,ENSG00000165609,NUDT5,0.955264692
hsa-miR-335-3p,ENST00000370132,ENSG00000137992,DBT,0.955253635
hsa-miR-335-3p,ENST00000517666,ENSG00000156802,ATAD2,0.955244646
hsa-miR-335-3p,ENST00000264903,ENSG00000138767,CNOT6L,0.955242319
hsa-miR-335-3p,ENST00000494090,ENSG00000196739,COL27A1,0.955164706
hsa-miR-335-3p,ENST00000367612,ENSG00000169905,TOR1AIP2,0.955105283
hsa-miR-335-3p,ENST00000367941,ENSG00000079950,STX7,0.955018973
hsa-miR-335-3p,ENST00000367682,ENSG00000203734,ECT2L,0.955013982
hsa-miR-335-3p,ENST00000308448,ENSG00000138138,ATAD1,0.955005159
hsa-miR-335-3p,ENST00000297459,ENSG00000164841,TMEM74,0.955004819
hsa-miR-335-3p,ENST00000581347,ENSG00000206432,TMEM200C,0.954887418
hsa-miR-335-3p,ENST00000382869,ENSG00000121741,ZMYM2,0.954802934
hsa-miR-335-3p,ENST00000262545,ENSG00000125851,PCSK2,0.954566843
hsa-miR-335-3p,ENST00000522251,ENSG00000147488,ST18,0.954493473
hsa-miR-335-3p,ENST00000394607,ENSG00000170522,ELOVL6,0.954291482
hsa-miR-335-3p,ENST00000422989,ENSG00000167378,IRGQ,0.954283776
hsa-miR-335-3p,ENST00000325222,ENSG00000055130,CUL1,0.954265701
hsa-miR-335-3p,ENST00000370205,ENSG00000172339,ALG14,0.954248435
hsa-miR-335-3p,ENST00000244020,ENSG00000124193,SRSF6,0.954196365
hsa-miR-335-3p,ENST00000483593,ENSG00000107625,DDX50,0.953981828
hsa-miR-335-3p,ENST00000359236,ENSG00000176834,VSIG10,0.953919921
hsa-miR-335-3p,ENST00000296181,ENSG00000082781,ITGB5,0.95387295
hsa-miR-335-3p,ENST00000489711,ENSG00000163406,SLC15A2,0.953851389
hsa-miR-335-3p,ENST00000282903,ENSG00000152952,PLOD2,0.953818028
hsa-miR-335-3p,ENST00000556752,ENSG00000186469,GNG2,0.953681661
hsa-miR-335-3p,ENST00000609362,ENSG00000254685,FPGT,0.95367065
hsa-miR-335-3p,ENST00000343936,ENSG00000188177,ZC3H6,0.953653468
hsa-miR-335-3p,ENST00000471770,ENSG00000128609,NDUFA5,0.953598472
hsa-miR-335-3p,ENST00000479748,ENSG00000066651,TRMT11,0.953541442
hsa-miR-335-3p,ENST00000520381,ENSG00000066777,ARFGEF1,0.953528604
hsa-miR-335-3p,ENST00000344096,ENSG00000127334,DYRK2,0.953424663
hsa-miR-335-3p,ENST00000313349,ENSG00000179833,SERTAD2,0.953261381
hsa-miR-335-3p,ENST00000389341,ENSG00000028277,POU2F2,0.953080993
hsa-miR-335-3p,ENST00000392533,ENSG00000135090,TAOK3,0.953025827
hsa-miR-335-3p,ENST00000464489,ENSG00000065534,MYLK,0.95299014
hsa-miR-335-3p,ENST00000482061,ENSG00000174928,C3orf33,0.952904081
hsa-miR-335-3p,ENST00000466681,ENSG00000156928,MALSU1,0.952882018
hsa-miR-335-3p,ENST00000306917,ENSG00000169018,FEM1B,0.952822666
hsa-miR-335-3p,ENST00000456331,ENSG00000158528,PPP1R9A,0.952563244
hsa-miR-335-3p,ENST00000389032,ENSG00000211455,STK38L,0.952548066
hsa-miR-335-3p,ENST00000398399,ENSG00000206538,VGLL3,0.952537555
hsa-miR-335-3p,ENST00000336349,ENSG00000179119,SPTY2D1,0.952456994
hsa-miR-335-3p,ENST00000275230,ENSG00000146411,SLC2A12,0.952398168
hsa-miR-335-3p,ENST00000366543,ENSG00000143702,CEP170,0.952310888
hsa-miR-335-3p,ENST00000336126,ENSG00000180628,PCGF5,0.952252172
hsa-miR-335-3p,ENST00000315251,ENSG00000016391,CHDH,0.952107693
hsa-miR-335-3p,ENST00000269197,ENSG00000141431,ASXL3,0.951795214
hsa-miR-335-3p,ENST00000367433,ENSG00000162687,KCNT2,0.951765739
hsa-miR-335-3p,ENST00000336278,ENSG00000168807,SNTB2,0.951681794
hsa-miR-335-3p,ENST00000366932,ENSG00000067533,RRP15,0.951567276
hsa-miR-335-3p,ENST00000407595,ENSG00000055813,CCDC85A,0.951555516
hsa-miR-335-3p,ENST00000433877,ENSG00000111011,RSRC2,0.951448151
hsa-miR-335-3p,ENST00000339690,ENSG00000151617,EDNRA,0.951359308
hsa-miR-335-3p,ENST00000593719,ENSG00000269624,AL138847.1,0.951354299
hsa-miR-335-3p,ENST00000356958,ENSG00000196967,ZNF585A,0.951337598
hsa-miR-335-3p,ENST00000452015,ENSG00000235194,PPP1R3E,0.951263444
hsa-miR-335-3p,ENST00000307360,ENSG00000250120,PCDHA10,0.951222656
hsa-miR-335-3p,ENST00000279907,ENSG00000111647,UHRF1BP1L,0.951179201
hsa-miR-335-3p,ENST00000462523,ENSG00000136936,XPA,0.951139013
hsa-miR-335-3p,ENST00000522353,ENSG00000255408,PCDHA3,0.951124228
hsa-miR-335-3p,ENST00000367780,ENSG00000007908,SELE,0.95098269
hsa-miR-335-3p,ENST00000371208,ENSG00000134709,HOOK1,0.950939677
hsa-miR-335-3p,ENST00000408996,ENSG00000243414,TICAM2,0.950936698
hsa-miR-335-3p,ENST00000265138,ENSG00000113369,ARRDC3,0.950793843
hsa-miR-335-3p,ENST00000530908,ENSG00000159228,CBR1,0.950729945
hsa-miR-335-3p,ENST00000526136,ENSG00000204969,PCDHA2,0.95069909
hsa-miR-335-3p,ENST00000457475,ENSG00000058404,CAMK2B,0.95057992
hsa-miR-335-3p,ENST00000306621,ENSG00000169248,CXCL11,0.950527055
hsa-miR-335-3p,ENST00000342785,ENSG00000038427,VCAN,0.950504335
hsa-miR-335-3p,ENST00000374736,ENSG00000165029,ABCA1,0.950473027
hsa-miR-335-3p,ENST00000295452,ENSG00000163285,GABRG1,0.950438439
hsa-miR-335-3p,ENST00000366991,ENSG00000143476,DTL,0.950362541
hsa-miR-335-3p,ENST00000180173,ENSG00000003987,MTMR7,0.950345677
hsa-miR-335-3p,ENST00000416501,ENSG00000236338,AC015987.2,0.950335037
hsa-miR-335-3p,ENST00000525929,ENSG00000204963,PCDHA7,0.950332587
hsa-miR-335-3p,ENST00000398631,ENSG00000251664,PCDHA12,0.95031173
hsa-miR-335-3p,ENST00000289272,ENSG00000239389,PCDHA13,0.950282031
hsa-miR-335-3p,ENST00000457614,ENSG00000185480,PARPBP,0.950267832
hsa-miR-335-3p,ENST00000504120,ENSG00000204970,PCDHA1,0.950258448
hsa-miR-335-3p,ENST00000529310,ENSG00000081842,PCDHA6,0.950069019
hsa-miR-335-3p,ENST00000378115,ENSG00000213214,ARHGEF35,0.950039644
hsa-miR-335-3p,ENST00000272163,ENSG00000143815,LBR,0.949992159
hsa-miR-335-3p,ENST00000447527,ENSG00000018625,ATP1A2,0.94996843
hsa-miR-335-3p,ENST00000531613,ENSG00000204962,PCDHA8,0.949956533
hsa-miR-335-3p,ENST00000553526,ENSG00000165521,EML5,0.949846519
hsa-miR-335-3p,ENST00000373484,ENSG00000162520,SYNC,0.94979065
hsa-miR-335-3p,ENST00000367881,ENSG00000143183,TMCO1,0.949783699
hsa-miR-335-3p,ENST00000530339,ENSG00000204967,PCDHA4,0.949782921
hsa-miR-335-3p,ENST00000595430,ENSG00000267884,AL626787.1,0.949744286
hsa-miR-335-3p,ENST00000301785,ENSG00000214753,HNRNPUL2,0.94972092
hsa-miR-335-3p,ENST00000514251,ENSG00000177311,ZBTB38,0.949694949
hsa-miR-335-3p,ENST00000415168,ENSG00000198453,ZNF568,0.949694202
hsa-miR-335-3p,ENST00000398640,ENSG00000249158,PCDHA11,0.949681199
hsa-miR-335-3p,ENST00000338099,ENSG00000180917,CMTR2,0.94967869
hsa-miR-335-3p,ENST00000253807,ENSG00000248383,PCDHAC1,0.949657203
hsa-miR-335-3p,ENST00000322475,ENSG00000150510,FAM124A,0.949651695
hsa-miR-335-3p,ENST00000216410,ENSG00000100522,GNPNAT1,0.949616028
hsa-miR-335-3p,ENST00000458162,ENSG00000111224,PARP11,0.949594613
hsa-miR-335-3p,ENST00000529859,ENSG00000204965,PCDHA5,0.949536843
hsa-miR-335-3p,ENST00000585682,ENSG00000164125,FAM198B,0.949512375
hsa-miR-335-3p,ENST00000296603,ENSG00000164187,LMBRD2,0.94941037
hsa-miR-335-3p,ENST00000370558,ENSG00000097033,SH3GLB1,0.94936854
hsa-miR-335-3p,ENST00000241416,ENSG00000121989,ACVR2A,0.94936401
hsa-miR-335-3p,ENST00000308488,ENSG00000048649,RSF1,0.949269922
hsa-miR-335-3p,ENST00000300870,ENSG00000185947,ZNF267,0.949183459
hsa-miR-335-3p,ENST00000259050,ENSG00000136536,Mar-07,0.949176375
hsa-miR-335-3p,ENST00000376302,ENSG00000095777,MYO3A,0.949133289
hsa-miR-335-3p,ENST00000409003,ENSG00000177570,SAMD12,0.949024976
hsa-miR-335-3p,ENST00000438321,ENSG00000163808,KIF15,0.948992481
hsa-miR-335-3p,ENST00000371543,ENSG00000138190,EXOC6,0.948985319
hsa-miR-335-3p,ENST00000295213,ENSG00000163071,SPATA18,0.948934815
hsa-miR-335-3p,ENST00000289269,ENSG00000243232,PCDHAC2,0.948695436
hsa-miR-335-3p,ENST00000251047,ENSG00000074695,LMAN1,0.948534788
hsa-miR-335-3p,ENST00000300177,ENSG00000166923,GREM1,0.948502016
hsa-miR-335-3p,ENST00000321521,ENSG00000145725,PPIP5K2,0.948308629
hsa-miR-335-3p,ENST00000551354,ENSG00000011465,DCN,0.948254672
hsa-miR-335-3p,ENST00000373871,ENSG00000158161,EYA3,0.948232962
hsa-miR-335-3p,ENST00000589046,ENSG00000251247,ZNF345,0.948130256
hsa-miR-335-3p,ENST00000327300,ENSG00000121774,KHDRBS1,0.948097073
hsa-miR-335-3p,ENST00000285420,ENSG00000155100,OTUD6B,0.948014718
hsa-miR-335-3p,ENST00000602452,ENSG00000269964,MEI4,0.948014188
hsa-miR-335-3p,ENST00000375835,ENSG00000148082,SHC3,0.947850753
hsa-miR-335-3p,ENST00000337702,ENSG00000113638,TTC33,0.947841172
hsa-miR-335-3p,ENST00000576708,ENSG00000108559,NUP88,0.947750978
hsa-miR-335-3p,ENST00000566029,ENSG00000177200,CHD9,0.94753021
hsa-miR-335-3p,ENST00000265198,ENSG00000074706,IPCEF1,0.947468125
hsa-miR-335-3p,ENST00000394049,ENSG00000213424,KRT222,0.947429085
hsa-miR-335-3p,ENST00000465254,ENSG00000189367,KIAA0408,0.947379299
hsa-miR-335-3p,ENST00000393205,ENSG00000182050,MGAT4C,0.947364188
hsa-miR-335-3p,ENST00000262455,ENSG00000023318,ERP44,0.947344122
hsa-miR-335-3p,ENST00000445281,ENSG00000188729,OSTN,0.947285341
hsa-miR-335-3p,ENST00000497671,ENSG00000151923,TIAL1,0.947200027
hsa-miR-335-3p,ENST00000319550,ENSG00000178425,NT5DC1,0.94715719
hsa-miR-335-3p,ENST00000284136,ENSG00000153993,SEMA3D,0.947137043
hsa-miR-335-3p,ENST00000265104,ENSG00000039139,DNAH5,0.947023517
hsa-miR-335-3p,ENST00000270357,ENSG00000142327,RNPEPL1,0.946957235
hsa-miR-335-3p,ENST00000580768,ENSG00000006740,ARHGAP44,0.946786988
hsa-miR-335-3p,ENST00000266508,ENSG00000139154,AEBP2,0.946700192
hsa-miR-335-3p,ENST00000280772,ENSG00000151150,ANK3,0.946630608
hsa-miR-335-3p,ENST00000508722,ENSG00000205838,TTC23L,0.946540517
hsa-miR-335-3p,ENST00000393959,ENSG00000145864,GABRB2,0.946295018
hsa-miR-335-3p,ENST00000306107,ENSG00000170017,ALCAM,0.946258129
hsa-miR-335-3p,ENST00000369697,ENSG00000171385,KCND3,0.946177665
hsa-miR-335-3p,ENST00000340011,ENSG00000106304,SPAM1,0.946132331
hsa-miR-335-3p,ENST00000391921,ENSG00000196352,CD55,0.945991126
hsa-miR-335-3p,ENST00000370952,ENSG00000066557,LRRC40,0.945969988
hsa-miR-335-3p,ENST00000366968,ENSG00000143494,VASH2,0.945950525
hsa-miR-335-3p,ENST00000388975,ENSG00000154997,Sep-14,0.945943184
hsa-miR-335-3p,ENST00000369146,ENSG00000159164,SV2A,0.94587802
hsa-miR-335-3p,ENST00000409598,ENSG00000109686,SH3D19,0.94586427
hsa-miR-335-3p,ENST00000338564,ENSG00000134138,MEIS2,0.945817688
hsa-miR-335-3p,ENST00000366955,ENSG00000117724,CENPF,0.945786529
hsa-miR-335-3p,ENST00000589881,ENSG00000172466,ZNF24,0.945691669
hsa-miR-335-3p,ENST00000556422,ENSG00000070269,TMEM260,0.945588806
hsa-miR-335-3p,ENST00000380502,ENSG00000147874,HAUS6,0.945552866
hsa-miR-335-3p,ENST00000318063,ENSG00000155970,MICU3,0.945511334
hsa-miR-335-3p,ENST00000440664,ENSG00000232560,C21orf37,0.945412741
hsa-miR-335-3p,ENST00000342232,ENSG00000104369,JPH1,0.945354264
hsa-miR-335-3p,ENST00000483235,ENSG00000118007,STAG1,0.945256308
hsa-miR-335-3p,ENST00000369709,ENSG00000116473,RAP1A,0.945087972
hsa-miR-335-3p,ENST00000550389,ENSG00000166225,FRS2,0.944970843
hsa-miR-335-3p,ENST00000315765,ENSG00000181333,HEPHL1,0.944884144
hsa-miR-335-3p,ENST00000396526,ENSG00000129515,SNX6,0.944813463
hsa-miR-335-3p,ENST00000529131,ENSG00000204711,C9orf135,0.944790709
hsa-miR-335-3p,ENST00000392288,ENSG00000196268,ZNF493,0.94473631
hsa-miR-335-3p,ENST00000230882,ENSG00000112964,GHR,0.944694211
hsa-miR-335-3p,ENST00000370445,ENSG00000143032,BARHL2,0.944637562
hsa-miR-335-3p,ENST00000311180,ENSG00000174840,PDE12,0.94462826
hsa-miR-335-3p,ENST00000428128,ENSG00000187627,RGPD1,0.944624875
hsa-miR-335-3p,ENST00000374530,ENSG00000157654,PALM2-AKAP2,0.944620533
hsa-miR-335-3p,ENST00000316660,ENSG00000141682,PMAIP1,0.944619927
hsa-miR-335-3p,ENST00000482573,ENSG00000183833,MAATS1,0.944585353
hsa-miR-335-3p,ENST00000374525,ENSG00000241978,AKAP2,0.944573591
hsa-miR-335-3p,ENST00000439151,ENSG00000165671,NSD1,0.944567373
hsa-miR-335-3p,ENST00000265069,ENSG00000056097,ZFR,0.944507198
hsa-miR-335-3p,ENST00000406396,ENSG00000119537,KDSR,0.94449756
hsa-miR-335-3p,ENST00000367630,ENSG00000009844,VTA1,0.944218396
hsa-miR-335-3p,ENST00000430479,ENSG00000006468,ETV1,0.944186592
hsa-miR-335-3p,ENST00000356860,ENSG00000153956,CACNA2D1,0.94412706
hsa-miR-335-3p,ENST00000343789,ENSG00000140403,DNAJA4,0.943779571
hsa-miR-335-3p,ENST00000396591,ENSG00000145740,SLC30A5,0.9437211
hsa-miR-335-3p,ENST00000366958,ENSG00000117707,PROX1,0.943698391
hsa-miR-335-3p,ENST00000380155,ENSG00000169895,SYAP1,0.943644132
hsa-miR-335-3p,ENST00000370188,ENSG00000117598,LPPR5,0.943622327
hsa-miR-335-3p,ENST00000304915,ENSG00000171201,SMR3B,0.94352127
hsa-miR-335-3p,ENST00000312675,ENSG00000145012,LPP,0.943456746
hsa-miR-335-3p,ENST00000222644,ENSG00000105926,MPP6,0.943456367
hsa-miR-335-3p,ENST00000264499,ENSG00000138686,BBS7,0.943261183
hsa-miR-335-3p,ENST00000333314,ENSG00000251201,TMED7-TICAM2,0.943239077
hsa-miR-335-3p,ENST00000393643,ENSG00000150627,WDR17,0.943220822
hsa-miR-335-3p,ENST00000481823,ENSG00000102024,PLS3,0.943024614
hsa-miR-335-3p,ENST00000295087,ENSG00000162980,ARL5A,0.942845191
hsa-miR-335-3p,ENST00000332687,ENSG00000131263,RLIM,0.942841876
hsa-miR-335-3p,ENST00000515640,ENSG00000186493,C5orf38,0.9426553
hsa-miR-335-3p,ENST00000282041,ENSG00000152223,EPG5,0.942567641
hsa-miR-335-3p,ENST00000431473,ENSG00000177181,RIMKLA,0.9425178
hsa-miR-335-3p,ENST00000252108,ENSG00000110344,UBE4A,0.942466043
hsa-miR-335-3p,ENST00000368184,ENSG00000160856,FCRL3,0.94246392
hsa-miR-335-3p,ENST00000315872,ENSG00000134318,ROCK2,0.942254358
hsa-miR-335-3p,ENST00000225726,ENSG00000108588,CCDC47,0.942162263
hsa-miR-335-3p,ENST00000540830,ENSG00000166037,CEP57,0.942143991
hsa-miR-335-3p,ENST00000366624,ENSG00000143674,MLK4,0.942122132
hsa-miR-335-3p,ENST00000353364,ENSG00000135655,USP15,0.942078785
hsa-miR-335-3p,ENST00000438796,ENSG00000186001,LRCH3,0.941897814
hsa-miR-335-3p,ENST00000470872,ENSG00000106829,TLE4,0.941894495
hsa-miR-335-3p,ENST00000263275,ENSG00000125741,OPA3,0.941836207
hsa-miR-335-3p,ENST00000232603,ENSG00000114487,MORC1,0.941809644
hsa-miR-335-3p,ENST00000513059,ENSG00000148541,FAM13C,0.941691844
hsa-miR-335-3p,ENST00000265769,ENSG00000042980,ADAM28,0.94167122
hsa-miR-335-3p,ENST00000300146,ENSG00000166889,PATL1,0.941601148
hsa-miR-335-3p,ENST00000376717,ENSG00000106772,PRUNE2,0.941570323
hsa-miR-335-3p,ENST00000409902,ENSG00000197044,ZNF441,0.941488096
hsa-miR-335-3p,ENST00000333952,ENSG00000197928,ZNF677,0.941445951
hsa-miR-335-3p,ENST00000399816,ENSG00000215218,UBE2QL1,0.941361501
hsa-miR-335-3p,ENST00000263754,ENSG00000114166,KAT2B,0.941287899
hsa-miR-335-3p,ENST00000358144,ENSG00000106714,CNTNAP3,0.941186355
hsa-miR-335-3p,ENST00000421351,ENSG00000112378,PERP,0.941118953
hsa-miR-335-3p,ENST00000233838,ENSG00000115486,GGCX,0.941047832
hsa-miR-335-3p,ENST00000409628,ENSG00000140350,ANP32A,0.940991786
hsa-miR-335-3p,ENST00000366514,ENSG00000162851,TFB2M,0.940949846
hsa-miR-335-3p,ENST00000296328,ENSG00000163960,UBXN7,0.940898036
hsa-miR-335-3p,ENST00000478595,ENSG00000091972,CD200,0.940655251
hsa-miR-335-3p,ENST00000334464,ENSG00000165650,PDZD8,0.940655133
hsa-miR-335-3p,ENST00000522591,ENSG00000160886,LY6K,0.940654711
hsa-miR-335-3p,ENST00000586359,ENSG00000184361,SPATA32,0.940589568
hsa-miR-335-3p,ENST00000258349,ENSG00000135870,RC3H1,0.940558943
hsa-miR-335-3p,ENST00000481909,ENSG00000119965,C10orf88,0.940543198
hsa-miR-335-3p,ENST00000416160,ENSG00000198399,ITSN2,0.940520189
hsa-miR-335-3p,ENST00000455789,ENSG00000172845,SP3,0.940499663
hsa-miR-335-3p,ENST00000237281,ENSG00000118496,FBXO30,0.940461228
hsa-miR-335-3p,ENST00000338745,ENSG00000182568,SATB1,0.940445495
hsa-miR-335-3p,ENST00000514215,ENSG00000198780,FAM169A,0.940353609
hsa-miR-335-3p,ENST00000606514,ENSG00000189007,ADAT2,0.940351584
hsa-miR-335-3p,ENST00000491402,ENSG00000100483,VCPKMT,0.940220634
hsa-miR-335-3p,ENST00000267176,ENSG00000139697,SBNO1,0.940171192
hsa-miR-335-3p,ENST00000252034,ENSG00000049540,ELN,0.940085573
hsa-miR-335-3p,ENST00000354570,ENSG00000135525,MAP7,0.940040885
hsa-miR-335-3p,ENST00000574590,ENSG00000120071,KANSL1,0.94003195
hsa-miR-335-3p,ENST00000375941,ENSG00000204446,C9orf170,0.939937458
hsa-miR-335-3p,ENST00000338910,ENSG00000121390,PSPC1,0.939906909
hsa-miR-335-3p,ENST00000283632,ENSG00000153561,RMND5A,0.939732107
hsa-miR-335-3p,ENST00000459660,ENSG00000065371,ROPN1,0.939544007
