,103_AM_(CVD),105_CD40-L_(CVD),106_GDF-15_(CVD),107_PlGF_(CVD),108_SELE_(CVD),109_EGF_(CVD),111_SRC_(CVD),112_IL-1ra_(CVD),113_IL-6_(CVD),114_CSTB_(CVD),116_KLK6_(CVD),117_Gal-3_(CVD),118_PAR-1_(CVD),121_hK11_(CVD),122_TIE2_(CVD),123_TF_(CVD),124_TNF-R1_(CVD),125_PDGF subunit B_(CVD),126_IL27-A_(CVD),129_LOX-1_(CVD),130_TRAIL-R2_(CVD),134_IL-6RA_(CVD),135_TNF-R2_(CVD),136_MMP-3_(CVD),137_HSP 27_(CVD),139_PRL_(CVD),140_MPO_(CVD),141_GH_(CVD),143_RETN_(CVD),144_FAS_(CVD),145_PAPPA_(CVD),148_PTX3_(CVD),149_REN_(CVD),150_CHI3L1_(CVD),151_ST2_(CVD),152_TIM_(CVD),154_mAmP_(CVD),157_PSGL-1_(CVD),158_MB_(CVD),159_TM_(CVD),160_IL-16_(CVD),162_U-PAR_(CVD),164_CTSD_(CVD),165_RAGE_(CVD),166_CCL3_(CVD),167_MMP-7_(CVD),170_CXCL16_(CVD),171_Dkk-1_(CVD),172_SIRT2_(CVD),173_GAL_(CVD),174_AGRP_(CVD),177_t-PA_(CVD),178_HB-EGF_(CVD),179_ESM-1_(CVD),181_VEGF-D_(CVD),182_MMP-12_(CVD),183_SPON1_(CVD),185_CTSL1_(CVD),187_FABP4_(CVD),188_BNP_(CVD),189_LEP_(CVD),191_CA-125_(CVD),192_NEMO_(CVD),193_FS_(CVD),194_PECAM-1_(CVD),195_NT-pro-BNP_(CVD),196_ECP_(CVD),101_IL-8_(INF),102_VEGF-A_(INF),103_BDNF_(INF),105_MCP-3_(INF),106_GDNF_(INF),107_CDCP1_(INF),108_CD244_(INF),109_IL-7_(INF),110_OPG_(INF),111_LAP TGF-beta-1_(INF),112_uPA_(INF),114_IL-17C_(INF),115_MCP-1_(INF),116_IL-17A_(INF),117_CXCL11_(INF),118_AXIN1_(INF),120_TRAIL_(INF),122_CXCL9_(INF),123_CST5_(INF),126_OSM_(INF),128_CXCL1_(INF),130_CCL4_(INF),131_CD6_(INF),132_SCF_(INF),133_IL-18_(INF),134_SLAMF1_(INF),135_TGF-alpha_(INF),136_MCP-4_(INF),137_CCL11_(INF),138_TNFSF14_(INF),139_FGF-23_(INF),140_IL-10RA_(INF),141_FGF-5_(INF),142_MMP-1_(INF),143_LIF-R_(INF),144_FGF-21_(INF),145_CCL19_(INF),148_IL-15RA_(INF),149_IL-10RB_(INF),151_IL-18R1_(INF),152_PD-L1_(INF),153_Beta-NGF_(INF),154_CXCL5_(INF),155_TRANCE_(INF),156_HGF_(INF),157_IL-12B_(INF),161_MMP-10_(INF),162_IL-10_(INF),164_CCL23_(INF),165_CD5_(INF),166_MIP-1 alpha_(INF),167_Flt3L_(INF),168_CXCL6_(INF),169_CXCL10_(INF),170_4E-BP1_(INF),173_CCL28_(INF),174_DNER_(INF),175_EN-RAGE_(INF),176_CD40_(INF),179_FGF-19_(INF),183_MCP-2_(INF),184_CASP-8_(INF),185_CCL25_(INF),186_CX3CL1_(INF),187_TNFRSF9_(INF),188_NT-3_(INF),189_TWEAK_(INF),190_CCL20_(INF),191_ST1A1_(INF),192_STAMPB_(INF),194_ADA_(INF),195_TNFB_(INF),196_CSF-1_(INF),miR-16-5p,miR-19b-3p,miR-20b-5p,miR-21-5p,miR-24-3p,miR-26a-5p,miR-27b-3p,miR-28-5p,miR-29a-3p,miR-30b-5p,miR-92a-3p,miR-93-5p,miR-99b-5p,miR-122-5p,miR-126-3p,miR-126-5p(*),miR-130a-3p,miR-140-5p,miR-143-3p,miR-145-5p,miR-150-5p,miR-191-5p,miR-192-5p,miR-197-3p,miR-221-3p,miR-222-3p,miR-223-3p,miR-223-5p(*),miR-320a,miR-324-5p,miR-375,miR-486-5p,hsa-miR-574-3p,miR-885-5p,let-7b-5p,let-7d-5p,RNY4-3p,RNY4-5p,RNY5-5p
116_KLK6_(CVD),0.349570497,0.166924048,0.37468731,0.545289401,0.121196503,0.002327179,0.067076734,0.153638717,0.082265162,0.454273194,0,0.409515904,0.463343863,0.548689814,0.422124966,0.512458728,0.519294981,0.107859935,0.335788911,0.380720231,0.500182187,0.31472481,0.518951584,0.302272375,0.246730226,0.172645229,0.306693347,0.080345244,0.435230944,0.501650872,0.256626391,0.228412791,0.203731566,0.247608453,0.101477713,0.281565968,0.018212718,0.100108784,0.427256351,0.550400897,0.396655743,0.426284272,0.164480446,0.361667414,0.33826417,0.383311095,0.43178951,0.344059665,0.219934027,0.306701738,0.331077061,0.057264265,0.544656679,0.28505526,0.23007622,0.319648914,0.453766955,0.335475658,0.253568654,0.258791474,0,0.105849811,0.100327875,0.375264715,0.296929358,0.340581871,0.230482082,0.146033626,0.280471757,0,0.053736256,0.201207069,0.080423246,0.229591734,0.154936169,0.225399798,0.222744294,0.268421765,0.267377605,0.223560057,0.266929766,0.18547276,0,0.139740283,0.28508385,0.317852681,0.021119572,0.035077052,0.117655002,0,0.18757572,0.114861828,0.164617253,0.403827935,0.194834306,0.269083388,0.057138715,0.267553171,0.07728692,0.292394635,0.109375857,0.143496524,0.018896656,0.033103371,0.263946271,0.309593425,0.07854497,0.333554807,0.215833456,0,0,0.141758404,0.203175915,0.309056109,0.096421611,0.239109597,0.242003148,0.131814791,0.050151429,0.135440199,0.207943392,0.222273792,0.16723695,0.106359863,0.037183431,0.30958317,0.151710097,0.080597276,0.07853719,0.264899531,0.358668823,0.34725031,0.017384863,0.288635607,0.143648489,0,0.087609423,0.126852774,0.078476291,0.281867412,0.079890033,0.080274385,0.104813589,0.0965434,0.113149628,0.095898396,0.034562226,0.096827909,0.110089903,0.061603159,0.074592592,0.065848305,0.03034041,0.15967325,0.066915484,0.138839545,0.04764692,0.033400686,0.069661388,0.052855596,0.043998053,0.056288241,0.098241395,0.156849778,0.052417515,0.044508729,0.106790199,0.069685578,0.011751028,0.007929541,0.112027711,0.049854524,0.142435159,0.136067907,0.047269413,0.082875968,0.089606382,0.129941163,0.306214797
117_Gal-3_(CVD),0.378815229,0.259740694,0.308319902,0.466452155,0.248033272,0.128129405,0.180324593,0.357321959,0.196632715,0.545467781,0.409515904,0,0.402139227,0.353883322,0.398240344,0.46452571,0.454025202,0.163592896,0.249918074,0.405998332,0.502955161,0.369114636,0.450745678,0.099286805,0.308614509,0.290010751,0.337336531,0.190787498,0.355655315,0.468331052,0.048194188,0.16281169,0.130123286,0.172279145,0.125086374,0.292071758,0,0.125283089,0.331434754,0.475130324,0.484566765,0.475800338,0.236142082,0.318086999,0.368490305,0.455923989,0.545029911,0.363772239,0.292094133,0.036131174,0.307597368,0.190091069,0.449934265,0.184527096,0.18508399,0.257028424,0.515327108,0.317330903,0.515852926,0.145559832,0.268398768,0.109269297,0.210905934,0.331527673,0.356392455,0.246140701,0.321867169,0.179423679,0.286953114,0,0.12766981,0.10770375,0.123559575,0.16055577,0.144361389,0.1796061,0.183917682,0.179869941,0.126605336,0.101302129,0.178756471,0.159194921,0.038317289,0.120441339,0.275333535,0.149257212,0.00964077,0.141010698,0.075240273,0.031996419,0.173478084,0.017301489,0.029801829,0.259565526,0.026736997,0.068510302,0.164945665,0.239653128,0,0.260842281,0,0.190180259,0.143362894,0.072712494,0.174067876,0.246514553,0.21163748,0.162905168,0.188885293,0.108148016,0.000721446,0.148653703,0.199752194,0.184142988,0.124594277,0.232675476,0.209371988,0.209617805,0.13503123,0.091731437,0.247241127,0.143922896,0.053991888,0.013716791,0.117456111,0.280535153,0.095629699,0.005467791,0.185058921,0.224243745,0.236075267,0.25173171,0.113109443,0.178648005,0.12225684,0.043778039,0.149740455,0.132147312,0.055996335,0.191723528,0.076927908,0.052610048,0.066433128,0.012471395,0.048838492,0.05727838,0.084553852,0.013002662,0.022034214,0.044761333,0.11586773,0.039058778,0.037311235,0.192451201,0.006927238,0.093330057,0.041014316,0.058360639,0.04422285,0.011004575,0.124144927,0.053105099,0.069376039,0.062682666,0.046044367,0.001242026,0.007308356,0.001801778,0.050542631,0.038698423,0.032759762,0.089494508,0.09030349,0.176151643,0.059546219,0.065307428,0.130869851,0.138893084,0.207579961
118_PAR-1_(CVD),0.599048369,0.434711495,0.56741446,0.672472365,0.259224925,0.298542549,0.397641185,0.347969736,0.208576114,0.596251777,0.463343863,0.402139227,0,0.603184368,0.429912788,0.556892199,0.726691268,0.365969673,0.35975744,0.365916843,0.668903827,0.328344176,0.719846003,0.184938551,0.524770075,0.267022692,0.346684092,0.103814681,0.520043308,0.637816868,0.208321837,0.276075993,0.259190741,0.324599433,0.237488014,0.402399961,0,0.184998219,0.401178646,0.604444528,0.505891599,0.642153933,0.309189428,0.414200096,0.519012494,0.479031693,0.463130055,0.437355348,0.545954132,0.071160213,0.316598114,0.205576279,0.633731524,0.274244296,0.357151969,0.326816134,0.494318324,0.50798648,0.458346107,0.270572575,0.182028218,0.204802331,0.410068759,0.355729589,0.430058227,0.336150954,0.406704706,0.259894939,0.400071383,0.015932334,0.165789214,0.226656609,0.151106276,0.243864643,0.188492483,0.154853816,0.292378174,0.07288901,0.260551067,0.119411146,0.224912132,0.27044548,0.328681869,0,0.32344369,0.242084259,0.241422636,0.392108599,0.138650733,0.059205627,0.104330865,0.108675077,0.262740769,0.377762661,0.051116671,0.115107644,0.310866948,0.277721158,0,0.343539254,0.265076669,0.210395965,0.193080026,0.127251799,0.410996311,0.35223377,0.218734467,0.439725879,0.207454245,0.17166538,0,0.175217758,0.325738705,0.192633765,0.180105588,0.162063611,0.294383554,0.397381073,0.107971501,0.244193434,0.264604303,0.364368601,0,0,0.039039954,0.42457381,0.02511355,0.145031091,0.407341831,0.272240781,0.366019396,0.384033007,0.053119264,0.027684837,0.121082141,0.15547374,0.374819697,0.078393627,0.090520689,0.286005896,0.052007242,0.109802276,0.068570895,0.106458328,0.114129795,0.082445114,0.016630585,0.049774383,0.076678741,0.04892001,0.055357837,0.070914905,0.092491653,0.165907403,0.055147982,0.021880109,0.107536668,0.058374881,0.149808956,0.100664839,0.040186177,0.128460959,0.095785999,0.032886744,0.189591726,0.100547466,0.057369308,0.045081866,0.129053326,0.127491774,0.019300992,0.014716068,0.038384432,0.193817824,0.052297749,0.117048667,0.025757536,0.030483687,0.195831337
121_hK11_(CVD),0.491109965,0.166142479,0.502668323,0.661054162,0.107510012,0.029633968,0.113393764,0.143114591,0.187394543,0.508187235,0.548689814,0.353883322,0.603184368,0,0.356985709,0.563894713,0.652006491,0.171072437,0.262767359,0.373970681,0.586213691,0.357254212,0.612953329,0.307042338,0.345049458,0.270890188,0.304816314,0.172878615,0.484352336,0.554609615,0.229316905,0.235040473,0.214890589,0.311048126,0.224766765,0.343105299,0,0.166690932,0.427762902,0.569749564,0.427191712,0.566742582,0.212644054,0.470569818,0.422511249,0.492285597,0.479516179,0.29247358,0.305953411,0.086856745,0.325995088,0.184800571,0.63146075,0.285190443,0.326331338,0.337190781,0.536867304,0.387158081,0.316359445,0.333254179,0.024031149,0.303463257,0.153804045,0.392616393,0.319831024,0.420923541,0.323331193,0.218853801,0.377103835,0,0.133556584,0.176418687,0.153716409,0.23582137,0.175957073,0.260828794,0.32627167,0.286861127,0.232006098,0.305593543,0.212943886,0.180886149,0.027108895,0.09375453,0.32496707,0.341129442,0.12252037,0.119316362,0.121411864,0.066287386,0.108603601,0.061576468,0.300561114,0.429189011,0.188969821,0.230048251,0.099150378,0.379050169,0.10129339,0.307722827,0.158571833,0.211811509,0.114582448,0.092747334,0.306881552,0.408064622,0.038323014,0.404724187,0.203345594,0.039515738,0.032651826,0.235571825,0.270363748,0.289383934,0.143740703,0.23845077,0.310484705,0.258542792,0.12701748,0.185705214,0.211030241,0.374094677,0.138768203,0,0.066341459,0.440485393,0.167251245,0.134935203,0.193241733,0.377524302,0.434043814,0.402873259,0.042472186,0.114301204,0.061624948,0,0.175788948,0.1211387,0.026040879,0.321089319,0.064634626,0.032127772,0.073736852,0.094005123,0.086661597,0.068156149,0.091101343,0.066280731,0.054679877,0.070906,0.034829233,0.038141759,0.030548387,0.175632887,0.073306478,0.134480614,0.032367666,0.028108604,0.112756497,0.04244166,0.035178263,0.013374,0.084953018,0.153673157,0.034820659,0.025324766,0.122286522,0.082323765,0.024885306,0.00281352,0.073570898,0.039199835,0.168043598,0.175807246,0.002149093,0.025754104,0.072946625,0.097003626,0.244209256
122_TIE2_(CVD),0.340823648,0.216682883,0.325620303,0.541873761,0.419765001,0,0.087002184,0.259025724,0.152228145,0.37283576,0.422124966,0.398240344,0.429912788,0.356985709,0,0.479845903,0.396587374,0.075962807,0.263386407,0.366222948,0.412886173,0.367475961,0.4307646,0.222301451,0.205471551,0.170311679,0.387853888,0.097385843,0.332874227,0.610254007,0.33931362,0.30966702,0.226940892,0.240031021,0.240707561,0.265500555,0.045070884,0.138930735,0.309784858,0.54848968,0.357998188,0.41200173,0.374421915,0.282177557,0.357105665,0.38775755,0.449506339,0.395988215,0.27102506,0.232414431,0.330280876,0.321996137,0.381327159,0.355282706,0.320134643,0.28229627,0.455874266,0.38404637,0.328777696,0.060154063,0.13285151,0.280341748,0.197440709,0.387607139,0.641203607,0.079137292,0.289038672,0.101850944,0.079050899,0.025681826,0.087921641,0.214272739,0.04213395,0.162279284,0.063470904,0.039010742,0.141282309,0.192333253,0.092473471,0.089817423,0.171735677,0.116856641,0.051888334,0.05061385,0.067655693,0.15053633,0.142815012,0.04784243,0.07325789,0.056849391,0,0.080642648,0.192371341,0.144634553,0.003528604,0.028964265,0.161019123,0.088165074,0.045124197,0.167789794,0,0.23982809,0.07322122,0.102533388,0.11439264,0.131820695,0.147405041,0.223740613,0.103892994,0,0.131673703,0.072936247,0.187302556,0.097769019,0.152311367,0.084637558,0.035928554,0.132200453,0.09312647,0.164020822,0.121689379,0.091689794,0,0,0,0.085422555,0.066764724,0.095881731,0.010723128,0.04332512,0.099256972,0.065253153,0.106929891,0.092578277,0.080998165,0,0.024410906,0.049109116,0.0936411,0.061578022,0.046286164,0.053868204,0.039510606,0.007919588,0.042484735,0.044354478,0.015863199,0.041830771,0.012506749,0.044065846,0.06381384,0.071963025,0.014266141,0.003679403,0.001970974,0.09726823,0.064257774,0.059142268,0.077906498,0.041112806,0.027814652,0.015179896,0.047619301,0.054337858,0.009083195,0.0089303,0.030934989,0.039947999,0.029100781,0.035647755,0.058242741,0.026122527,0.028236636,0.073497632,0.038079654,0.034556392,0.094073419,0.079974247,0.08020762
123_TF_(CVD),0.425278941,0.179656642,0.463420933,0.563759218,0.209679026,0.018631882,0.134201482,0.164236184,0.129761242,0.509671148,0.512458728,0.46452571,0.556892199,0.563894713,0.479845903,0,0.587439356,0.160035856,0.338636158,0.415185538,0.581126745,0.316663997,0.588343066,0.317260359,0.313806494,0.264752849,0.376642346,0.191909056,0.382548784,0.543056229,0.292931703,0.303240427,0.228850866,0.281333514,0.213874692,0.442373303,0,0.119074275,0.498772237,0.598185369,0.404155484,0.564897558,0.213762505,0.415497548,0.390611324,0.498473901,0.514340733,0.366139663,0.282660178,0.161911957,0.292512736,0.115909423,0.613256949,0.31706644,0.333557914,0.269126585,0.599309724,0.386268044,0.386062627,0.283411395,0.065542477,0.155072102,0.158829148,0.365802791,0.490808521,0.382353933,0.290862874,0.194391152,0.299260421,0,0.096381676,0.203410533,0.187756898,0.14868913,0.152251453,0.283836121,0.278806978,0.266179892,0.243451126,0.216674703,0.268712018,0.145325699,0.002141453,0.08933014,0.30067814,0.313211064,0.055182126,0.082246205,0.057600204,0.008077301,0.16447392,0.004533936,0.141580714,0.377846568,0.104685761,0.228413617,0.07109433,0.273451529,0.093390485,0.307168712,0.060637641,0.343777488,0,0.003750181,0.312038051,0.308413443,0.024112881,0.320427075,0.230418686,0.069683137,0,0.187542468,0.217732554,0.273965227,0.060487219,0.165952239,0.230769542,0.192003529,0.135574451,0.08512049,0.203719757,0.273072394,0.159246819,0.035256054,0.063071569,0.356172121,0.122772402,0.110810979,0.193670972,0.453996301,0.454541076,0.269914068,0.062224357,0.228963364,0.107499446,0,0.161981258,0.159919008,0.08516928,0.284535036,0.066582092,0.090905051,0.097539894,0.077709497,0.092359335,0.0807674,0.068486795,0.098132054,0.104361275,0.084379016,0.093875738,0.094410781,0.002104821,0.253122739,0.086604634,0.142958239,0.035009073,0.078316109,0.068953032,0.029055305,0.064141248,0.050843781,0.070218242,0.068286711,0.063970863,0.038653807,0.09824119,0.058422576,0.016024331,0.017184503,0.050103165,0.04103559,0.130453837,0.208979017,0.053451917,0.057017532,0.167784684,0.161498023,0.329374683
124_TNF-R1_(CVD),0.647239324,0.080276438,0.640696435,0.760213398,0.179662659,0,0.040161823,0.375784628,0.383932629,0.670163366,0.519294981,0.454025202,0.726691268,0.652006491,0.396587374,0.587439356,0,0.081783784,0.423654251,0.492940383,0.755266297,0.351638962,0.902737065,0.318195457,0.284977879,0.357153834,0.415357392,0.015681771,0.615932342,0.63886726,0.210381179,0.290523537,0.330170554,0.449987406,0.291267804,0.453070526,0,0.144809204,0.563280326,0.721708119,0.547600886,0.712895698,0.323570794,0.394522327,0.643932763,0.567020408,0.505902165,0.351741204,0.284774637,0.060074842,0.396740893,0.251033728,0.65510142,0.20929585,0.176604401,0.349354203,0.532666976,0.534232931,0.495025941,0.309929836,0.202118685,0.216454796,0.064002005,0.397409353,0.317800782,0.430353456,0.40026064,0.331844966,0.602433555,0.009963945,0.251655979,0.259568201,0.285279323,0.309666455,0.188626113,0.37062372,0.398812155,0.240144762,0.239503678,0.400038442,0.231425412,0.337908653,0,0.108896965,0.498903692,0.411278575,0.265227701,0.09448763,0.249659516,0.077759973,0.208059619,0.236205789,0.379474868,0.639937853,0.221470149,0.252909518,0.201926631,0.436917477,0.141490366,0.279546557,0.245961699,0.321078442,0.269464699,0.204343777,0.441747072,0.621499112,0.207824368,0.570258289,0.373147459,0,0,0.414136699,0.362210635,0.322075383,0.265182945,0.383950965,0.459718765,0.482465669,0.171366112,0.242022416,0.392668291,0.510274347,0.20413028,0,0.276686304,0.601610022,0.116820281,0.233601251,0.29871404,0.399528162,0.534390801,0.588424798,0,0.112211917,0.198533677,0,0.174620464,0.180784839,0.087816083,0.573239478,0.135012466,0.14187651,0.183073421,0.126102174,0.177276296,0.164831712,0.11424407,0.125602824,0.101336688,0.169761193,0.160408032,0.133080375,0.09031356,0.161475372,0.169017301,0.118769451,0.133905098,0.135950202,0.054737,0.159976978,0.093579217,0.109048084,0.099950168,0.156716961,0.135603746,0.085334623,0.186633001,0.072964128,0.052598375,0.009704893,0.126346186,0.138404213,0.174134301,0.143581323,0.079744333,0.190322014,0.16579964,0.2036538,0.330047347
125_PDGF subunit B_(CVD),0.141887372,0.7399899,0.121537103,0.133359925,0.149529755,0.799811955,0.788073041,0.079525751,0,0.212542433,0.107859935,0.163592896,0.365969673,0.171072437,0.075962807,0.160035856,0.081783784,0,0.076898526,0.221167462,0.207381525,0.147768638,0.118300465,0.090886772,0.676755356,0.034220889,0.157893118,0.101330409,0.166577813,0.156213733,0.10352584,0.064285395,0.091151235,0.066366631,0.061648256,0.079641045,0.057567675,0.07435552,0.099637972,0.093836573,0.205691263,0.209172786,0.15709196,0.129571985,0.086825047,0.160474038,0.215164064,0.388762881,0.713631283,0.078691963,0.087087024,0,0.372950122,0.080302668,0.11915352,0.077913181,0.1553296,0.103414102,0.105201945,0.119779463,0.002958347,0.038349918,0.745387324,0.087307047,0.173721726,0.064646225,0.251526915,0.106044434,0.060224321,0,0.003015961,0.024277033,0.03979605,0.020700348,0.414204136,0.034249169,0.324172128,0,0.09034754,0,0.119500667,0.141222331,0.701869502,0,0.047353904,0.037920882,0.149924118,0.644928771,0.05039072,0,0,0,0.000595102,0.039495849,0.091266219,0,0.165540162,0,0,0.122261979,0.284458276,0.041005244,0.09119381,0,0.087471608,0,0.046709063,0.072697888,0.009058704,0.634432926,0.002917326,0,0.01568954,0.010631185,0.036663063,0.04044431,0.001967311,0.027624859,0,0.213160238,0.047235502,0.19823938,0,0,0.013337034,0.113320734,0,0.064622296,0.37580204,0,0.041947801,0,0,0,0.012517852,0.440241364,0.670214953,0.029613768,0,0,0.323415254,0.561262618,0.550107425,0.556883685,0.624468443,0.561944473,0.337533822,0.116927175,0.448641446,0.578527825,0.42788082,0.552288979,0.381665992,0.031119972,0.5654122,0.299394465,0.541149964,0.475494524,0.273807864,0.444794886,0.204947306,0.565948518,0.032428245,0.416818245,0.574233879,0.53438754,0.595510037,0.344120094,0.546054358,0.361859888,0.040281929,0.268439422,0.426679143,0.036106096,0.418200953,0.61093223,0.400726477,0.492488472,0.092889393
126_IL27-A_(CVD),0.265961112,0.087135725,0.311662201,0.375409843,0.014756307,0,0.028123951,0.225203082,0.309065432,0.32326935,0.335788911,0.249918074,0.35975744,0.262767359,0.263386407,0.338636158,0.423654251,0.076898526,0,0.382816043,0.372382973,0.229377616,0.477378724,0.229154796,0.190435088,0.182756034,0.364871733,0.105429426,0.345731281,0.258333335,0.273999426,0.394143483,0.16593235,0.220163684,0.218676975,0.195915775,0,0.043487651,0.335447999,0.321825216,0.313914951,0.404633754,0.153375808,0.174072271,0.453264134,0.23000319,0.18243004,0.193259028,0.177830066,0.116712134,0.304462972,0.032992116,0.297135707,0.355037821,0.174065123,0.149868491,0.324968003,0.387168647,0.237601133,0.335770657,0,0.155306945,0.058350707,0.237722022,0.205608288,0.367494607,0.369299853,0.187229215,0.21471252,0,0.159096871,0.147298869,0.219968522,0.27098839,0.162467608,0.230665745,0.20331172,0.158423908,0.188213396,0.110314684,0.284335665,0.291751668,0,0,0.364129622,0.179600195,0.176349883,0.065769337,0.199748465,0.163054958,0,0.180139687,0.116541271,0.367581933,0.087894086,0.067573961,0.104142229,0.156097816,0.025880412,0.158897769,0.064500475,0.229984233,0.011364906,0.111740794,0.306036583,0.151015532,0.121365871,0.233296699,0.333721999,0,0,0.168787367,0.15705933,0.089817423,0.236413609,0.275690295,0.205984938,0.352761763,0,0.171604159,0.315140306,0.210866156,0.152650788,0,0.142863181,0.225192206,0.096421222,0.130861358,0.132795275,0.200075081,0.284806646,0.226885575,0.03625199,0.078929078,0.153105441,0,0.028019533,0.042436327,0.128152401,0.29876972,0.070409071,0.075872726,0.09216373,0.014382652,0.076795401,0.037083356,0.031045155,0.12676866,0.016189757,0.048234132,0.111238017,0.068743848,0.04583811,0.177143636,0.077461895,0.115090734,0.042815408,0.016699742,0.041100797,0.019541573,0.006899267,0.026781633,0.042999883,0.013530154,0.043923759,0.027899422,0.032694211,0.028716571,0.076693472,0.003600468,0.115037196,0.092284004,0.044096245,0.153641424,0.064793,0.024980884,0.112691795,0.115470309,0.176794262
129_LOX-1_(CVD),0.378281331,0.163059423,0.422296509,0.471248844,0.239440874,0.063883603,0.070986805,0.358828868,0.411817756,0.55328668,0.380720231,0.405998332,0.365916843,0.373970681,0.366222948,0.415185538,0.492940383,0.221167462,0.382816043,0,0.543766021,0.326924903,0.535894603,0.185620996,0.214921044,0.214039087,0.51123182,0.163470764,0.461918685,0.4269316,0.317019547,0.288174929,0.180222351,0.28841403,0.205485535,0.341040874,0,0.098600632,0.300363955,0.452260667,0.50211578,0.673127462,0.31202642,0.305069279,0.433390893,0.494441388,0.440640466,0.349649742,0.33535912,0,0.243607639,0.206153995,0.44723401,0.3320451,0.285148801,0.389445326,0.482296612,0.374818765,0.350068967,0.267848267,0.081126512,0.188982582,0.157307943,0.37795689,0.378418068,0.346784781,0.524293048,0.298462061,0.247747056,0.125978237,0.22072916,0.124042177,0.413085996,0.235149803,0.192357493,0.316246637,0.302931201,0.312012436,0.136111063,0.247119306,0.247228691,0.266293943,0.055227711,0.148622315,0.417587456,0.298839953,0.247427898,0.092430974,0.219772118,0.122721747,0.004028318,0.149221474,0.204738055,0.39393622,0.209569325,0.185108541,0.263800348,0.299463041,0.082377743,0.258288753,0.138256681,0.240321277,0.096766795,0.218557951,0.284347023,0.28545646,0.114404378,0.257931202,0.320347829,0.09750207,0,0.336476638,0.204045752,0.285040343,0.186967449,0.214629234,0.305566506,0.272132634,0.158335961,0.117962972,0.384408414,0.321724216,0.190029226,0.028260377,0.367726128,0.325310157,0.121466559,0.17015008,0.295492398,0.151902772,0.268305538,0.337672159,0.006171257,0.112201662,0.241815134,0,0.17427831,0.148498319,0.049043545,0.334579095,0.034788925,0.030096395,0.023674515,0.092063664,0.01824927,0.040931098,0.038416316,0.096722891,0.106004497,0.006751866,0.024631854,0.045444967,0.038967155,0.07789448,0.043131663,0.068887304,0.056410256,0.074194155,0.072074913,0.00409467,0.146068966,0.011651157,0.001689039,0.062863187,0.012050639,0.091100657,0.047877539,0.071589628,0.127948063,0.069959105,0.063881449,0.011406459,0.049610035,0.114893578,0.094984465,0.000511362,0.079661252,0.064804303,0.092618269
130_TRAIL-R2_(CVD),0.669146536,0.232516406,0.745411874,0.702989377,0.232955477,0.079956474,0.170385642,0.398860635,0.422368297,0.750583038,0.500182187,0.502955161,0.668903827,0.586213691,0.412886173,0.581126745,0.755266297,0.207381525,0.372382973,0.543766021,0,0.367556139,0.73731515,0.337890628,0.359564143,0.285173662,0.422661039,0.09530619,0.579403231,0.602048825,0.297785956,0.416502177,0.365134953,0.459454924,0.292325655,0.441879183,0,0.136109591,0.499555681,0.607156592,0.552766145,0.762905262,0.37658734,0.362045307,0.647630269,0.681428981,0.547196889,0.382593534,0.358937637,0.075602939,0.364881056,0.293248322,0.677163393,0.280501901,0.258852005,0.392085292,0.617659585,0.507584036,0.510193858,0.443614135,0.161886163,0.25746637,0.195935043,0.503576696,0.353171976,0.534047403,0.445789254,0.384624397,0.512545121,0.010870995,0.310451668,0.299230557,0.297024763,0.16000105,0.150138548,0.306367042,0.289186597,0.191597046,0.255255315,0.298420107,0.298517929,0.277084396,0.093989313,0,0.474694629,0.391919653,0.235066517,0.208614649,0.22665654,0.038822727,0.020645963,0.116015706,0.334245531,0.576647349,0.186392009,0.270147454,0.250594614,0.376586718,0.092038666,0.306563845,0.209726573,0.253733361,0.240017347,0.236269807,0.373085611,0.385851616,0.17859735,0.43705235,0.30600966,0.034280867,0,0.347116059,0.263186894,0.344209454,0.215168648,0.32531544,0.287561285,0.460036058,0.157440952,0.181494942,0.383873894,0.416453468,0.161858194,0,0.236393803,0.515165509,0.104841766,0.176056519,0.32938532,0.326010626,0.348368139,0.447188949,0.103859192,0.017147659,0.229854954,0,0.199230727,0.136464487,0.044334802,0.361917893,0.085100264,0.045809277,0.085765184,0.029577306,0.064223793,0.089506543,0.083857508,0.082916122,0.044254268,0.090528058,0.095208711,0.096113032,0.004577204,0.187603216,0.079971172,0.026225655,0.036753023,0.076378082,0.011508903,0.080277289,0.033137277,0.038785251,0.120382341,0.080562141,0.039968769,0.009475981,0.109496985,0.063328561,0.042578427,0.05205492,0.016055389,0.092603348,0.14747242,0.174114261,0.035257038,0.080034992,0.107220223,0.145535296,0.363021263
